text,genre,feature
"E. Homestead.
About the Use of Soap.
WiXitui t giving any recipes for making
soap, 1 w ish to tell all the hard-worked
farmers’ w ives how much labor they may
| save by not using such vast quantities of
thi* article. For nearly five years I have
used soap only for washing clothes. In
all that time 1 have not used one pound
of soap for v;ashing dishes and other
kitchen purposes. .My family has ranged
from three to twenty-live. I have used
ristern water, limestone water as hard
as possible and hard water composed of
other ingredients besides lime, and 1 fiud
with till these my plan works equally
well. Itistbis: Have your water quite
hot and add a very little milk to it. This
softens the water, gives the dishes a fine
gloss and preserves the hands; it removes
the grease, even that from beef, and yet
no grease is ever found floating on 'fire­
water, as when soap is used. The stone
vessels I always set on the stove w ith a
little water in'them when the victuals I
are taken from them; thus they arc hot I
when I tun ready to wash them and the j
grease is easily removed.
Just try no- plan, you who toil day af- j
ter day every spring to make that barrel \
of soap, and let us hear Uo-vr it rmcc<l(> ‘
with you. I like the great barrel of soap i
on washing day, but am glad to be able j
to dispense with i's aid on all other oc-I
easious. 1 find that my tinware keeps
bright longer when cleansed iu this way
than by using soap or by scouring The
habit so many of us have acquired of
scouring lias is a wasteful policy; the
present style of tinware will not bear it.
The tin is soon scrubbed away and a
vessel that is lit for nothing left on our
bands, hut, if washed iu the way 1 have
described, the tin is preserved and is al­
| ways bright and clean.—“ Aunt Lou,"" in
American Farm Journal.",recipe,
"FARM, HARDEN AND HOUSEHOLD.
lioiiNfUcrpliiH Ilium.
To Make Guaham Biif.ad.—Sot tins
sponge to rise over night, using milk
instead of water, ami adding for every
three quarts of flour a cupful of mu­
-1;i ,ses. In t!io morning add a little salt
and enough flour to make a dough just
thiol; enough not to be. molded. Put in
baking tins to rise, and when light bake
in a moderate oven. Do not mold it at
all. Ilyo bread and (Irdiam bread should
be made soft; molding spoils the bread,
making it hard, dry and chippy.
Oat Mb .in Mrsn.—Three or four
handfuls of oat meal will make mush
enoim.h fora family of six. Let the
water boil vigorously, stir in the meal,
avoiding lumps as you would the pi ;gne, i
and when it seems about half thick j
enough put in no more mead, let it boil
ten or llft 'en minutes and serve. Mush
of (hi; meal is frequently ruined by be­
ing made f < i thick and by being lumpy.
Too Cook Snap Brass.—String them
as u and and then with a sharp knife cut |
each pod into longitudinal strips as thin |
as a shaving. Put into boiling water and
boil furiously fifteen or twenty minutes,
adding a little salt. Serve hot. It
takes a good while to prepare this dish,
but the time invested gives large re­
turns in gustatory enjoyment.
A Ciibap Kia.isii.—Taken couple of i
lamb's hearts and livers, stew them '
gently till done, then chop them line, j
add a few bread crumbs, a little salt,
chopped thyme, parsley, and onions, !
put all, with the liquor in which they '
were cooled boiled down to a gravy, in ]
a pan and bake half an hour. (tarnish I
with three or four hard boiled eggs cut
in!'' rings and st rve.
l/iMnitc* ol (fir Pencil Tree*.
A pi aril grower communicates to the
Montho/ a recipe, an old
one he believes in a few localities in;
Penn ylvMiia and New Jersey, which !
might be up ire generally fisted. It is
sineily one part of saltpeter to two of.
suit, placed close to tile body of a tree
In fore a rain. It seems not only to de- |
troy any fungoid growth or vermin;
which may be infesting the roots, but to
aet as all excellent fertilizer. He IV­
n iVis 1 some large fruit trees a few years
ago. s, nt by some friend,- a distance of
nil. ly mill s, and they voto considerably
mangled in the transit. Two of them j
voii probably not less than four years i
i.ld, a peaeh and a plum; the first got
tiie yellows or tlm blues the succeeding '
s. a -on, and tic- second wouldn’t perfect
its fruit, lie gave them a dose of inedi I
i ine, when they spunked up and rejuve­
nated, put on a new garment of emerald
v i i ii, and promised amendment for the
futur . The succeeding year he got two
le: 1i• !s of peaches, and ten pounds of
perfect fruit.
He adds that old successful fruit grow- j
er. were in the habit of drawing the
c mill away from their trees in the fall
and sprinkling liberally with lime; they
wre l ;'t in this eouditphi till spring,
\ am tlm earth was drawn back again
a I recipe as above applied,
>leep for < 'liihlreii
There is in danger that children can
pt ■"" much. The old proverb, “who
sleeps eats,” is illustrated in those lit 11 ""
one. wiio sleep most. Vi akeful children
are almost always pivvi ;h, irritahle, and
hull. If they can bo induced to sleep
abundantly, they are quite lik. ly to be­
come good-natured and plump. Their
sleep should be as much during the
hours of darkness as possible, and then
file it is better that they should goto
bed lief ore sunset to have their sleep out
thun to lie long after .sunrise in the
morning. It is well to let any healthful
gi'owi.i;; child or young person sleep till
;u wakens him; 'lf, and then give him
: neli variety and amount of outdoor ex­
< el e as shall make him glad when bed
time comes again.
Hay Mins.
f
Hme time ago a large number o
le ,-,es died in Nonlla im, (iennany, from
iiillaiunial ion of the intestines, the true
(a -e not at first being known. At last
it ,\vas assigned to the bay, in which, upon
examination, ""n immense number of mi­
croscopic uni idcube were found. They
belonged to tno genus aearns foiuarious,
to which genus the mites living on dry
fruit and in cheese also belong. In times
of horse disease it might, therefore, be
proper to microscopically examine bay
and straw, since evi u the best fodder, if
stored in a damp place, is very likely to
be infested by those and other parasites.
ill (■ ini' Hols in Iliiri-P*.
S'i'ue years ago I had a lino horse in
b.al In alfh, and v us advised to give him
rve as a remedy for hots, taking the
bundle and cutting Cine from the bead
i ml, so an to use only the heads and the
sum 11 ei, I of the straw among the heads ;
mixing meal or bran with the tine-cut
I. : Is and straw, and then starving the
burse a few hours, so that lie would eal
u go il mess of it. I followed the pre­
scription, and never saw so many worms
i .me from a horse before under any
.iv itinenl. My horse recovered his
ii'-allh, and did good service for many
years.",recipe,
"Making; Wine fram Native rapes.
The following receipt for making do­
mestic wine from Catawba or Isabella
grapes, used by G. A. Nicolls, of Read­
ing, Pa., in 1859 to 1869, is commended
to us by a gentleman who has tried it
successfully. Its directions have the
merit, rare in recipes, of being full and
precise:
1. Select perfectly ripe bunches, and
then carefully pick off the stems aud re­
move all grapes which are not quite
ripe.
. Squeeze the juice out, either by
hand or press, strain throngh a hair
sieve, and pour it at once into a clean,
tweet barrel or keg, adding to the vessel
two gallons of water for every gallon of
juice made.
3. At the same time put in four pounds
of sifted sugar per gallon of juice.
4. In adding two gallons of water sta­
ted in section 2, let it strain through the
pulp, skins, etc , of the residuum of the
grapes after being squeezed.
5. Fill the vessel fnll up to the bung
hole, which cover with a sand-bag to al­
low the fermentation to escape.
6. Watch the barrel daily, and clear or
scrape away the scum, which will be
thrown out it large quantities.
7. As the wine falls below the bnng,
fill up daily (after clearing away the
scum) with sugar water, made with two
pounds of sugar to the eallon of water.
8. The fermentation will continue from
three to six weeks, according to the
weather. When it has ceased, J pour
into the bung hole about one gill of
brandy to the gallon of juice, to flow
over the surface and prevent its souring;
but the brandy may not be indispensable.
Then bung the vessel up tight.
9. During tha cold weather, in say the
following February, when the wine is
perfectly still and clear, draw it off into
any other 'clean vessels, then quickly
clean, scald and rinse thoroughly the
barrel in which the wine vas made, and
return the wine to it, bnng it up, and
draw it off as required for use.
10. If you wish to make a very palata­
ble champague, have the champagne bot­
tles ready when ynu rack off the wine as
stated in section 9; put a tablespoonful
of common syrup in each quart bottle;
then fill with the wine, ltavine about 1J

inches clear below tbe bottom of the
cork, ' which fasten very securely with
strong twine, as the pressure of the fixed
air to escape is very great.
11. 1 be wine will improve bv acre, af
ter the operation described in section 9.
li. An old brandv or whisky barrel is
the best (see section 2.) Never use a
new barrel, as the wine will taste of the
wood.
13. About fifteen uonnds of erarjes
will give one gallon of juice. The riper
the grapes the better"" the yield of the
juice. One gallon ef grapes in bunches
weigbs about tour and a half pounds.
14. Keep the wine in the cellar, where
it will not be exposed to extremes of
temperature.
12. An approximate estimate of tbe
quantities required for a 30-gallon barrel
will be as follows:
To Make Thirty Gallont of Wine.
150 lbs. grapes, yielding 10 zalloos juice;
20 gallons water, strained through the
pulp residuum, (see Bection 4); 40 lbs. of
sifted sugar; 2 pints of common brandy.
See section 8.
If carefully made, the wine will be
wholesome and palatable, with a flavor
like grape juice Madeira. It was pre-
terred to all others at tbe Washington
hospitals during the war of 18G1-65, and
and was reported to have been the
means of saving the lives of some of
the soldiers.
The f",recipe,
"d.
Erasi-vi . fc'OAP. The Manufacturer t
Journal gives an excellent recipe for mak
ing genuine erasive soap inai win remove
grease and stain from clothing. 2 pounds
of good castile soap, pound carbonate ol
pota.h, dissolved In pint oi not, water
Cut the soap in thin slices, boll the soap
with the potash until It Is thick enough to
mold In cakes ; also add alcohol, ounce ;
camphor. ounce; hartshorn. ounce;
color with ounce of pulverized charcoal.",recipe,
"s.
—To test the soundness of a piece of
timber apply the ear to the middle of one
of the ends while another person strikes
upon the opposite extremity. If the wo#d
is sound and of good quality the blow is
very distinctly heard, however long the
beam may be. It the wood is disaggre­
gated by decay or otherwise the sound
will be for the most part destroyed.
—To Make Veal Rolls.—Cut thin slices
and spread on them a tine seasoning of a
very few crumbs, a little chopped bacon
or scraped bant, and a little suet and pars­
ley, pepper, salt, and a small piece of
pounded mace. This stuffing may either
fill up the roll like a sausage or bo rolled
with the meat. In either case, tie it up
very light and stew it very slowly in gravy.
Serve it when tender, after skimming it
nicely.
—Caper prepared after the following
recipe is said to render the use of the ra­
zor-strop unnecessary. By merely wiping
the razor on the paper to remove the lather
after shaving a keen edge is maintained
without further trouble. The razor must
be well sharpened at the outset. First,
procure oxide of iron (by the addition of
carbonate of soda to a solution of persul­
phate of iron), well wash the precipitate,
and finally leave it of the consistence of
cream. Spread this over soft paper very
thinly with a soft brush. Cut the paper in
pieces two inches square, dry, and it is
ready for use",recipe,
"*

HOUSEHOLD HINT*.
To K ill BA dbuos .—Beat the whites
of five eggs tô a stiff froth, add,-to this
one ounce .«quicksilver ; apply with a
further in ayery crevice.
l ï f 0'ÏÎFjMoÂ%o?r M old .—Dr. Thomp­
son recommends that tho part stained
should be remoistened with ink, and
this is removed by the use of muriatic
acid, diluted with five or six times its
weight of water, when it will be found
that the old and new stains will be re­
move.! simultaneously.
G ingeh snaps .—One teaenpful of mo­
lasses, one of sugar, one tablespoonful
of ginger, one-half teaspoonful of alum
dissolved in half a teacupful of boiling
water, two teaspoonfuls of soda, two of
cinnamon, one and a half cUpfuls of
shortening. Mix soft ; bake quickly.
This amount makes quite a quantity.""
To remove rust irom f-teel, immerse
the article to be cleaned (for a few
fnimites, until all dirt and rust is taken
pff,) in a strong solution of cyanide of
potassium, say about half an ounoe, in
a wine glassful of water; take out and
clean with a toothbrush, with a pasto
'composed of cyanide of potassium,
Castile soap, whitening aud water.
R aspberry S irup . —An improved
method of preparing raspberry sirup
consists in allowing the fruit to remain
crushed for two or three days, then
pro-sing out the juice and placing it in
glass jars, ti e nock-i of wjiioli are closed
by dipping in water.' The juice ferments
rapidly, after which the sirup bjcomes
clear, and may be readily bottled aud
kept for use. i • :
P reserved C herries . — To twelve
pctüids of ""good cherries, stoned, add
six pounds of nice brown sugar ; cook
slowly for two hours. These are very
good for common use, bnt, will not keep
so long as where one pound of sugar is
allowed for one pound of fruit. An­
other way : One peck of cherries, one
quart of best vinegar, four ponnds of
sugar. Heat the vinegar and sugar
together, strain, then cook the fruit in
it till done. Leave the cherries whole.
To E xtinguish K erosene F lames.—
One of tho most ready means is to
throw a oloth of some kind over the
hands, and thus stifle them ; but as the
cloth is not always convenient to the
kitchen, where such accidents are most
likely to occur, some one recommends
flour as a substitute, and which, it is
said, promptly extinguishes the flames.
It rapidly absorbs the fluid, deadens
the flame, and can be readily gathered
up and thrown out of doors when the
fire is out. j

A Q ood C ake when E gos abb S carce,
One pint of cream, one pint of sugar,
yelks of throe eggs, soda, if cream is
""
sour, and soda and cream of tartar if
the cream is sweet ; flavor to taste,
flour enough to form a moderately stiff
batter ; bake in a loaf if you want a
plain cake, or in layers if you want a
jelly-cake or cocoanut-cake ; make
stiffer, and put in two cups of fresh,
best currants, aud you have a nice plain
fruit-cake. Tbe cake recipe should be
named ""hard times cake,"" as it is valu­
able to a person whose supply of butter,
sugar and eggs is limited.
T ie— C rust .—The most healthy pie­
crust is a ade of thin, sweet cream and
flour, with a little salt. Don't kuead
thin. Bako in a quick oven. Another
way is. Stir in the center a little Êalt
and hilf a teaspoonful of soda well
pulverized. Now pnt in the hole a
cup of soft (not liquid) lard, or lard
and butter mixed ; stir it thoroughly
"" i ....
with the flour ; next add two scant cups
of good sour milk or buttermilk. Stir
all quickly with the flour, in such a
way that you nedd hardly touch it with
your hands till you oan roll it out.
Bake quick. This will niako three or
four pies.
How S am Fisn S hould be F resh­
ened .—Many persons are in the habit
of freshening mackerel or other salt ti -h,
and never dream that there is a right
ar. 1 a wrong way to do it. Any person
who lias seen the process of evaporating
going on at the salt works knows that
tbe salt falls to the bottom. Just so it
is in the pan where your mackerel or
whitcfish lies soaking ; and, as it lies
with the skin down, the salt will fall to
t j tho skin and there remain, when if
placed with the flesh side down the salt
falls to the bottom of the pan and the
flesh comes out freshened, as it should
be. In the other case it is nearly as
salt as when put in.
S aratoga F ried P otatoes .—The fol­
lowing is said to be all there is of the
cook's secret for producing those world­
renowned potatoes served at the Moon's
L iko House, Saratoga Springs, every
summer: Peel good sized potatoes,
and slice them as evenly as possible ;
drop them into ice-water. Have a
kettle of lard ? js for fried cakes, and
veiy kot. Put a few at a time into a
towel, shaka them about to dry them
and then drop into the hot lard. Stir
them occasionally, and when of a light
brown take them out with a Bkimmer.
properly done thoy will not be at all
greasy, but crisp without and mealy
within.
P otato S at,ad .—.Vmost delicious

P otato S at,ad .—.Vmost delicious dish
may be-made in the following manner ;
Cut eight or ten good sized cold boiled
potatoes in very thin slices, chop half a
small onion and a good-sized apple very
fine ; pick the leaves from a large hand­
ful of green parsley, rinse aud chop
them. Spread a layer of the potato in
a chopping tray, sprinkle liberally with
salt, then half the parsley, apple and
onion. Pour over the whole a cup of
the best sweet oil or melted butter, and
two-thirds of a cup vi vinegar. Mix
tho whole carefully so as not to break
tho rotatooa j put in a deep dinh aud
garnish with parsley. Snitable for lunch
or tea. So,'says tho ""Home |Interests""
editor of the Tribune, and no one better
knows what is good and wholesome.
O atmeal as F ood .—A powerful com­
petition for the patronage of the dys­
peptic is oatmeal. This, however, is
popular with classes not likely to be
afflicted with indigestion. It is, and has
been for years, used extensively by tbe
Scotch and Irish. Laborers drink ""it
freely with water in tho summer. But of
late years tbe uso of this food has
greatly increased among families rea­
sonably wealthy, and many n breakfast
table of this class of people would be
incomplete without a steaming mess of
this humble but wholesome article.
Tho advantages of oatmeal as an article
of food are getting to bo tolerably well
understood, and all persons who have
commenced its regular use will agree
that its nutricious and health-giving
properties have not been overrated.
Cbemioal analysis shows that oatmeal is
richer than wheat in starch and tbe ni­
trogenous compounds, the first being
fat forming, and the latter flesh-forming
constituents. As compared with barley
and corn, oatmeal is found to still be
richer in these elements.",recipe,
"FARM AND HOUSEHOLD.

HOUSEHOLD HINTS.

A screen or blower of wire gauze, frcm
thirty-six to forty wires to the inch, plac­
ed in front of range or stove, fires, will
prevent, it is said, smoke coming into the
room when tho chimney 'fails to draw
well.

Vegitables should never be washed un­
til immediately before prepared for the
table. Lettuce is made almost worthless
in flavor by dipping it in water some
hours before it is served. Potatoes suf­
fer moro than other vegetables through
washing process They should not be
put in water till just ready for boiling.

Meat boiled for tablb use should be
plunged at once into boiling water, as the
heat contracts the outer surfaces, and
coagulates the albumen, thus preventing
the escape of the juices. Prepared for
stock or brotn it should be placed on the
fire in cold water, as then the unconfined
juices are free to pass into the liquor
surrounding it.

It is said that water lilies may be rais­
ed about one's house by the following
method Sink in the ground the half of
an oak cask, and cover the bottom with
peat and swamp mud, and then fill with
water. Dig the lily roots early in the
spring, and place them in the earth at
the bottom of tne tub. A gentleman who
has tried the experiment has a number of
lilies in bloom.

Before washing almost any colored fab­
rics, soak them in water, to each gallon of
which a spoonful of oxgall has been add­
ed. A tea-cupful of lye in a pail of water
is said to improve the color of French
linens. Vinegar in the rinsing water, for
pink and green, will brighten those col­
ors, and soda answers the same end for
both blue and purple.

Heat is a perfect antidote to taint in
milk in all its phases. Passing milk
through charcoal will remove taint from
warm milk, and give it a most delicious
flavor. Cold will silence the activity of
the yeast, but will not kill it, and acidi­
ty will neutralize the oil for a time, but
it will assert its sway upon the first favor­
able opportunity. In the treatment of
milk, airing is a more efficient antidote.

Until the kitchen becomes thoroughly
and systematically organized, and is re­
garded as one of the most —if not the
most—important of household depart­
ments, there can be no such thing as habit­
ual health in the family. Bad cooking
poisons more persons than all the nau­
seous drugs ever administered to poor
humanity, and it affords the remote cause
for the employment of two-thirds of all
the divorce lawyers in cxistance.

Without a doubt, the old senseless fash­
ion of dressing babies in garments with
low necks and short sleeves is now quite
passed away. Pretty as the bare, plump
necks and arms were, common sense told
us they were a fruitful source of cramps
and colds and other complaints of the
little ones, swelling to fearful proportions
the list of infant mortality. It may well
be a source of rejoicing that the absurd
and really wicked custom is abjured, and
the entire limbs and bodies oT our pre­
cious little ones incased in comfortable
clothing.

CHOICE RECIPES.

Tapioca Pudding Without Milk or
Eggs.—Soak a tea-cup of tapioca in one
and one-half pints of water over night.
Pare and punch the cores from six apples,
fill the holes with sugar, flavor with a lem­
on or nutmeg, and pour in one tea-cup of
water. When baked soft, pour over the
tapioca, and bake all one hour. Eat with
sauce made of butter and sugar stirred to
a cream.

Poached Eggs with Fried Ham.—Fry
the ham, take a clean frying or omelet­
pan, nearly fill it with boiling water, set
it over a gentle fire, break the eggs sing­
ly into a cup and slip each into boiling
water, cover the pan for four or five min­
utes—when done take them up with a
skimmmer on a dish, sprinkle a little

Breaded Tomatoes.—Cut off the tops of
twelve ripe tomatoes, scoop out the seeds,
set them in a pan with one gill of salad,
and fill them with the following prepara­
tion One-half pint of mushroens, one
handful of parsley, four shallots, two
ounces of fat bacon, and two ounces of
lean ham, all chopped fine, and seasoned
with a little thyme, pepper, and salt
heat this mixture over the fire five min­
utes, take it off and stir in the yolks of
four eggs fill the tomatoes, cover them
well with browned bread crumbs, cook in
a hot oven fifteen minutes, and serve
with or without Italian sauce.

Egg Presevring Pickle Recipe.—An
agent of the Rural Prest reports the fol­
lowing Three quarts lime, tablespoon
ful cream tartar, one cupful salt', and
water enough to fill a five-gallon tin can,
after seventeen dozen eggs have been
carefully placed within the can. To the
water add the other ingredients, stir up
well and pour it on the eggs, and keep
them in a cool place entirely covered by
the pickle. The lady subscriber who
furnishes the above keeps her eggs per­
fectly sweet with the above treatment,
and by special request, after writing the
above recipe, she boiled me an egg that
had been in pickle four months, and I
found it perfectly sweet and free from all
shadow of taint or any objection of any
kind, and would trust them fully as soon
as the freshest eggs in any of our mark­
ets. She usually gets the highest price
of fresh eggs, and does not sell till they
are about fifty cents a dozen.",recipe,
"hing the
truth. ' '
Whoopino Cough As this disease
is quite prevalent among children just
nbwy we snbrnii a ' recipe .: we see going
the rounds' 'of 'our "" exchanges : ""Use
raw onions - mashed. Put them in
muslin sack 'and 9pply td the ' throat and
chest..: warm.; Change ,,tbem . when -r dry
until the pngh is loosened. Giye syrup
of, ipacac-every day, and - keep the rpa
Kent in 'an:' even temperature: : ' A re
lapse may be treated, the ,sauia way.
Mothers, do not forget this simple rem
edy.if von. would save your children
unnecessary suuenng.
'X""Tlie majorities in the counties
c",recipe,
"on.
The Medical Home bas the following
recipes, which are of value to every­
one :
A tea made of eheatnut leaves and
drank in place of waiter will cure the
most obstinate case of dropsy in a few
days. .
, A tea made of ripe or dried w hortle­
berries and drank in place of water is a
sure and speedy cure for scrofula diffi
cnlty, however had.
A tea made of peach leaves is a sure
cure for kidney difficulty.
A plaster made of fresh slaked lime
and fresh pine tar is a sure cure for a
cancer, which, with its roots, will come
out.
Thk",recipe,
".
THE FURNITURE.-The following t
recipe will restore the original polish
of furniture, especially in the case of
t
buch articles as pianos, fancy tables, e
cabinets, lacquered ware, etc., which
will become tarnished by use: Make
a polish by putting half an ounce of I
shellac, the same quantity of gum lac,
and a quarter of an ounce of gum san­
darac into a pint of spirits of wine.
Put themi all together in a stone bottle,
near the fire, shaking it very often.
IAs soon as the gums are dissolved it
is ready for use. Then take a roller
of woolen rags-soft old broadcloth
will do nicely-put a little of the polish
on it, also a few drops of linseed oil.
Rub the surface to be polished with this, e
going round and round, over a small 1
space at a time, until it begins to be a
quite smooth. Then finish by a second
rubbing with spirits of wine and more
of the polish. Furniture thus treated _
will have a brilliant lustre equal to
new",recipe,
"ble.
Cuoked Oattlk?The folllowing recipe
should be printed at least twice every
year as it is a sure remedy: Take of
fine-cut chewing tobacco enough to make
a bail as largo as a hon's egg, dampen it
with molasses so it can be pressed into a

5",recipe,
"ge CL""
A remedy for a very distressing eon:­
plaint is given below, copied from the
Bostcn Globe, and is given for what it
is worth:
To the Editor of the Globe:
Sib: Will yon please insert in the
daily or weekly, for tbe Ineftt of those
who suffer from dyspepsia or indiges­
tion, that four teaspoon fills of lime wa­
ter, mixed with a glass of cow's milk,
will cure the worst form of tbe aliove
distressing disease in a few days. I
know by experience, beiug a safferer
for three years. Tbe first rlnae acted
like megie, and I have felt like a new
born man ever since, which was some
weeks ego. 1 saw the recipe in ths
Scientific American issued a few weeks
asro. If yon knew the terrible suffering
of this disease, yon wonld not hesitate
to insert it. HrnacniBER.
Boston, Jan. 24.",recipe,
"The Christian weekly gives the follow­
ing recipe for mending holes and cracks
in rubber boots. “Cut virgin rubber or
native India rubber with a wet knife into
the thinnest possible slices, and, with
shears, divide these into threads a 3 fine
as fine yarn. Put a small quantity ol
shreds (say one-tenth or less of the cap­
acity ot the bottle) into a wide-mouthed
bottle, and fid it three-quarters full of
benzine oi a good quality, perfectly free
from oil. The rubber will swell up al­
most immediately, and in a lew days,
especially il often shaken, assumes the
consistency of honey. It it inclines to
remain in dissolved masses, more bon­
ziue must be added; but., it too thin and
watery, it needs more rubber. A piece
ot rubber the size ot a walnut will make
a pint of the cement, Tliis/’ernent dries
in a few minutes, and, by using three
coats in the usual manner, will unite
leather straps, patches, rubbor soles,
backus ot books, etc., with exceeding
firmness. The India rubber, unvulcan­
ized, can be obtained at most large
stores where rubber goods are sold, and
at some drug store-",recipe,
